Unnamed: 0,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
733,@DollarDollaBill,Bill Desmarais,30-Apr,"CRAZY NIGHT!! LET'S GO BOSTON!! @NHLBruins @celtics @RedSox
#Celtics #NHLBruins #RedSox #BostonStrong",https://pbs.twimg.com/media/DcEonl3VMAAIXSi.jpg,No Video
734,@jaygiannone,No Name,30-Apr,Come @NHLBruins and @celtics #BostonStrong #letsgo,[],No Video
735,@AcctClozed,No Name,30-Apr,Only in Boston. #boston #BostonStrong,https://pbs.twimg.com/media/DcEoAPgVwAA9tVL.jpg,No Video
736,@Dollofwonder,No Name,30-Apr,"Gorgeous in my book!! Haha just keep hitting them slams, boo! #WhatSheSaid #RedSoxForLife #BostonStrong #RedSoxNation",[],No Video
737,@sarita_santos1,No Name,30-Apr,@celtics @RedSox @NHLBruins all playing right now. Don’t know what to do with my life!!!#bostonstrong #CUsRise,[],No Video
738,@psuknow98,No Name,30-Apr,No but the Pats owner came to visit him in prison. #BostonStrong,[],No Video
739,@CoachCampion,Dan Campion,30-Apr,"Sooo, we root for the team we lost to, right? #BostonStrong RT @sixers: Round 2. Let’s get it. 

: @NBAonTNT
: @975TheFanatic
: #PhilaUnite x #HereTheyCome
Presented by: @RothmanOrtho https://twitter.com/sixers/status/991093715862253568/video/1…",[],No Video
740,@spoildrtn,No Name,30-Apr,totally agree with Barkley going to be a tough series for simmons vs marcus smart go @celtics #BostonStrong,[],No Video
741,@JackInsiders,Jack JohnsonThe Franchise Insiders,No Date,No Tweet Contents,https://pbs.twimg.com/media/FrgAYE8WcAA_ayg.jpg,No Video
742,@deja4days,No Name,30-Apr,"Got some great news today!
Now lets gets some more W’s on the table. #GoBruinsGo #GoKnightsGo
#BostonStrong , #VegasBorn",[],No Video
743,@actorbrianwhite,Brian White,30-Apr,#BELIEVE!  Let's GO #Celtics!!! #BostonStrong ,[],No Video
744,@bostonsnowlover,No Name,30-Apr,@NHLBruins @celtics @RedSox oh my. My #BostonStrong emotions are all over the place tonight   #StanleyCup #NBAPlayoffs2018 #SpringBall,[],No Video
745,@LiveLoveGabbs,No Name,30-Apr,Soon to have 3 Boston teams playing at once #bostonstrong ,[],No Video
746,@NordVPN,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/GAGor4WW4AEgwGI.jpg,No Video
747,@Dombrooks07,Dominic Brooks,30-Apr,Terry Savage Rozier #11 #bostonstrong,[],No Video
748,@Wale_swizz,Wale Swizz,30-Apr,Just watched patriot day and i tear dropped. #BostonStrong,[],No Video
749,@brandspirations,Stephen F,30-Apr,"Boston Sports Night! Bruins, Sox & Celts! Away, Home, Home! Where are the Pats playing tonight?! Let's Go! #RedSoxNation #bostonbruins #CelticsNation #PatriotsNation #FOUTR @mikebarnicle @GlobeBobRyan #BostonStrong @ReillyRick @bomani_jones",[],No Video
750,@champagneVin691,Champagne Vinny,30-Apr,Boston in 7 games #BostonStrong,[],No Video
751,@yessir_box,Yessir Box,No Date,No Tweet Contents,https://pbs.twimg.com/media/F-jvtb3boAAu7CH.jpg,No Video
752,@rajv0sa,Darijan Briški,30-Apr,"#Celtics game 1
#NHLBruins game 2

Tonight it's oooon! #BostonStrong",https://pbs.twimg.com/tweet_video_thumb/DcDOk6KWsAAmMvp.jpg,https://pbs.twimg.com/tweet_video_thumb/DcDOk6KWsAAmMvp.jpg
753,@amynroe,Amy Noelle Roe,30-Apr,Boston Champ @des_linden files to trademark 'Keep Showing Up' so I'll be buying all the gear with these words http://espn.com/olympics/story/_/id/23367014… O/T she motivates with Macklemore & loves coffee so we're basically the same person  #BostonMarathon #BostonStrong #Seattle #running,[],No Video
754,@LisaLovesRedSox,No Name,30-Apr,@DonnieWahlberg Touring our great city of #Boston with you sounds like such a blast! But as always 50 million friggin' ppl always beat me to the #Wahlberg punch. #Bostonstrong  (too strong) #Bluebloods #NKOTB @McWahlbergs #Wahlburgers,https://pbs.twimg.com/tweet_video_thumb/DcDKptpU0AEyX2Z.jpg,https://pbs.twimg.com/tweet_video_thumb/DcDKptpU0AEyX2Z.jpg
755,@Godz1lla94,No Name,30-Apr,you feel that racism in Boston #BostonStrong,[],No Video
756,@THAY3R,No Name,30-Apr,Yeah gotta love the Pink Hat Nation coupled with racism and them telling everyone else to kill themselves #BostonStrong,[],No Video
757,@neel_shah,Neel Shah,30-Apr,"Proud of @NyholmKatherine 

#bostonmarathon2018 #bostonstrong 

@ObGynQuality",[],No Video
758,@MGH_BlumCenter,MGH Blum Center,30-Apr,Strength in numbers - Donate blood with a friend today! #GiveBlood #BostonStrong,https://pbs.twimg.com/media/DcCsLwpW0AEh08e.jpg,No Video
759,@TheMLSchoonover,No Name,30-Apr,"Hey #BruinsFam, looks like we have some new dating rumors going around  . . . Wonder if “Alim” is legitimately a thing?  

Personally, I think these two would look adorable together!  #NHLBruins #TimSchaller #AlyRaisman #BostonStrong #RelationshipGoals #Goals",https://pbs.twimg.com/media/DcCqDiLVwAEaIZu.jpg,No Video
760,@reginafhubbard,Regina Hubbard,30-Apr,"“Stay calm, the season is only 2 weeks old”?? LPJ (that’s Legendary Political Junkie), the midterms are STILL 7 months away, and folks think they are over as well. So, you know, it’s never too early to panic. BTW #BostonStrong! :-)",[],No Video
761,@MickeyGilmore,Mickey Gilmore,30-Apr,GREAT THINGS ARE COMING...Positive Thinking.. #BOSTONSTRONG,[],No Video
762,@celticode,Norwegian Dude Fully Vaccinated,30-Apr,".@AnnaHorford check out @JalenRose comments this morning on @Get_Up regarding Al. Very astute and professional commentary as always. @Al_Horford we believe in you, you are #BostonStrong and an essential player on the Road to 18! Thank You",[],No Video
763,@JamieOconnell24,No Name,30-Apr,"Knowing it's game day & there's a chance the #NHLBruins could leave Tampa & come back home up 2-0 #BruinsFam 
#WeWantTheCup 
#StanleyCup 
#BostonStrong 
#GoBruinsGo ",https://pbs.twimg.com/tweet_video_thumb/DcB19vuVQAAkqaw.jpg,https://pbs.twimg.com/tweet_video_thumb/DcB19vuVQAAkqaw.jpg
764,@RebelloVII,Alessandro Romeu,30-Apr,"~ Game On...
#boston #bostonstrong #gameon
#fence #sign #traintracks #monday #newday #love… https://instagram.com/p/BiMXOqKAuBp/",[],No Video
765,@NordVPN,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/GAGoMynWAAEGXWQ.jpg,No Video
766,@ImBradMan,Brad AttitudeGood GuyDark Knight,30-Apr,#Toronto we stand united with other Great Cities ALL around the World. We say to Terrorism~ You will NOT defeat us.  #LoveIsStrongerThanFear. #TorontoStrong #TorontoVanAttack #NewYork #ILoveNYC #BostonStrong #ManchesterStrong #LondonEngland #LasVegasShooting #SchoolShootings,[],No Video
767,@JMBrydon,Jonnie Brydon,29-Apr,"@EnglishCut our #Boston store is taking appointments. Everyone wants to look their best at summer weddings, garden parties and open air events in the sun! #englishcut #bespoketailoring #tailoring #bostonstrong #suits #gentry #tailor",[],No Video
768,@Razor1961,Craig Couch,29-Apr,"What an adventure! Time to remember, always. #carrytheload #bostonstrong #memorialmay… https://instagram.com/p/BiLLlU-hajO/",[],No Video
769,@chasityrdh06,Chasity Trimble,29-Apr,"@EthanMarston32 @Josh_Simmons10 looks like Red Sox and Orioles got the ""W""....what happened to the Rangers #BostonStrong",https://pbs.twimg.com/media/Db_DkGNX0AIKRvk.jpg,No Video
770,@sammis_stuff,s Stuff,29-Apr,Weyou Boston! #boston #bostonstrong,https://pbs.twimg.com/media/Db-4G8SWsAANvFR.jpg,No Video
771,@AuctusMarketing,Christian Habermann,29-Apr,"Great course! Lace em up & run next year  Can't beat Boston and Big Sur, my 2 favs & homes #BostonStrong #BigSurMarathon",[],No Video
772,@dmunsonATL,Dan Munson,29-Apr,"A Boston Weekend in the books . . .
#boston #bostonstrong #southboston #downtownboston #southie… https://instagram.com/p/BiK48s1lp91/",[],No Video
773,@CarryTheLoad,Carry The Load,29-Apr,"Great day to celebrate our heroes in Boston! Thank you @022KILL, @GreenBeretFound, @FirstNet, @BostonFire and @bostonpolice for supporting & to the @RedSox for helping to share our mission! #BostonStrong #CarryTheLoad

Help make an impact at http://carrytheload.org",https://pbs.twimg.com/media/Db-YFVTVMAAWpoB.jpg,No Video
774,@GrahamM67,No Name,29-Apr,@RedSox down 3-2 with bases loaded and no one out. #OpportunityKnocks #RallyTime #BostonStrong #RedSoxNation,https://pbs.twimg.com/media/Db-OTJNVQAEu4fX.jpg,No Video
775,@chasityrdh06,Chasity Trimble,29-Apr," they were too far out in the standings,  they're being nice and letting everyone else play a little catch up!  #BostonStrong",[],No Video
776,@SwirlsStrong,Swirls Around the World,29-Apr,Swirls enjoyed a beautiful Saturday afternoon at Fenway Park cheering on the Red Sox with Auntie Diane & friends!  #swirlsaroundtheworld #swirlsstrong #SATW #ewingssarcomaawareness #pediatriccancerawareness #bostonstrong #bostonredsox #fightforacure,https://pbs.twimg.com/media/Db925Z6XcAErFJK.jpg,No Video
777,@NordVPN,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/GAGo8hFWYAAG94L.jpg,No Video
778,@AnthemEvents,Anthem Entertainment,29-Apr,Congrats to all the Boston Marathon runners who took on the crazy weather last Monday and made it across the finish line! Make sure to bring your bib to @BistroInThePark for your free meal- you deserve it!#Marathon #BostonStrong,[],No Video
779,@BettyNY,No Name,29-Apr,@DonnieWahlberg  Happy Sunday! #vintage #Celtics @NKOTB @joeymcintyre @jordanknight @dannywood @JonathanRKnight #bostonstrong,https://pbs.twimg.com/media/Db9xWBlVAAAqvKd.jpg,No Video
780,@MakingWaveTalk,Making Wave Talk,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_8RCsfXkAEcatO.jpg,No Video
781,@TicklesTheBoxes,Mark Linn,29-Apr,"Celtics win 112-96 and win the series 4-3!:)
#BostonCeltics #2018nbaplayoffs #BostonStrong",[],No Video
782,@vanessareneemua,No Name,29-Apr,Just watched Patriots Day and cried like a baby. #emotional #bostonstrong #ilovemystate #MA,[],No Video
783,@ronnieisrunning,Ron McCracken,29-Apr,"https://youtu.be/0c5zoqyqWCY 6,869 days in a row. #BostonMarathon #BostonStrong #LondonMarathon #Boston #London #Dallas #Berlin #Tokyo",https://pbs.twimg.com/card_img/1730237972111306752/3C8Yfmce.jpg,No Video
784,@KonFedence,No Name,29-Apr,Can’t wait to see you all in the morning! #StrongerTogether #BostonStrong #RunToRemember,[],No Video
785,@HanleyRamirez,Hanley Ramirez,29-Apr,Celtics babyyyyyyyy #BostonStrong ,https://pbs.twimg.com/media/Db7DEFEVwAEdkcR.jpg,No Video
786,@JMRamos1701D,John Ramos,28-Apr,Boston Victory! #CelticsWin! #BostonStrong #CUsRise (Sweet Caroline),https://pbs.twimg.com/media/Db6r7Z-UwAAub2Y.jpg,No Video
787,@BuffaloShmoney,No Name,28-Apr,See y'all in the 2nd round. #BostonStrong ,[],No Video
788,@LilBirdCreates,Lil Bird,28-Apr,Amazing job and win tonight my fabulous hometown #Champs @celtics #BostonStrong #RoundTwo #NBAPlayoffs,[],No Video
789,@vramonv12,Ramon Vazquez,28-Apr,My Next payoffs series seats LOL #bostonstrong #bostonceltics #nba @ TD Garden https://instagram.com/p/BiI2YpYFfNn/,[],No Video
790,@D0C_H0l1DAY,David Taylor Jr,28-Apr,"@celtics close out and move on to Rnd 2, @NHLBruins take gm 1 of their 2nd Rnd series, Tough one for @RedSox still a strong start to the Season.  #BOSTONSTRONG ##SCARYTERRY #CUsRise #Bruins #RedSox @T_Rozzay3 @Al_Horford @NHL15Bergeron @FCHWPO @asben16 @pastrnak96",[],No Video
791,@stickermule,Sticker Mule,No Date,No Tweet Contents,https://pbs.twimg.com/media/F-1Zr3xX0AAczN9.jpg,No Video
792,@ROBY07,ROBY MARTE,28-Apr,#ganggreennation #letsgoboston #letsgoceltics #bostonnation #bostonstrong  we move on… https://instagram.com/p/BiI2WoPFlrd/,[],No Video
793,@Booty4747,No Name,28-Apr,I love this team ! First in Toronto to support the Bruins now at home to support the Celtics. #BostonStrong #BostonRedSox #BostonCeltics #WeAreFamily #OneNation #DirtyWater,[],No Video
794,@bstrongeli,No Name,28-Apr,"Great day #Boston 
@celtics W
@NHLBruins W
@NERevolution W
#BostonStrong ",https://pbs.twimg.com/ext_tw_video_thumb/990420661544812544/pu/img/6eXucmpSauTwBDiN.jpg,https://pbs.twimg.com/ext_tw_video_thumb/990420661544812544/pu/img/6eXucmpSauTwBDiN.jpg
795,@BlitzzP,Paulo S,28-Apr,#Bruins #NERevs #Celtics #BostonStrong 3 teams 3 big wins today ...@985TheSportsHub,[],No Video
796,@BedJetSleep,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1653826142430699522/img/305aHGqM1jcNFjbI.jpg,https://pbs.twimg.com/amplify_video_thumb/1653826142430699522/img/305aHGqM1jcNFjbI.jpg
797,@Inc,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/FrYVWC7XsAUTP1P.jpg,No Video
798,@aadelamerced,No Name,28-Apr,Yesssirrrr #Celtics #BostonStrong,[],No Video
799,@TheRealElimu,No Name,28-Apr,celtics STAND UP. @t_rozzay3 and everyone way to get it done. #boston #bostonstrong #roadto18… https://instagram.com/p/BiIzXBvH1Hm/,[],No Video
800,@ErwonAng,Erwin Ang,28-Apr,Celtics win game 7. #BostonStrong,[],No Video
801,@AfricanCocktail,No Name,28-Apr,What you know about my @celtics #Boston #BostonStrong #Celtics #Playoffs,https://pbs.twimg.com/tweet_video_thumb/Db6q7K6X4AEZRjK.jpg,https://pbs.twimg.com/tweet_video_thumb/Db6q7K6X4AEZRjK.jpg
802,@NickJohnson977,Nick Johnson,28-Apr,Round 2 @celtics are coming to destroy philly #BostonStrong,[],No Video
803,@jp_siira,No Name,28-Apr,"Good Night Diana.

Been a good day for Boston
#BostonStrong",https://pbs.twimg.com/media/Db6q0uoVMAEPEbN.jpg,No Video
804,@MilesHalpine,Miles Halpine,28-Apr,#Game7 complete. #BostonStrong,[],No Video
805,@actorbrianwhite,Brian White,28-Apr,Love seeing TEAM basketball winning. Thanks for a GREAT fight Bucks!!  HUGE Win #Celtics!!! #Believe #BostonStrong ,[],No Video
806,@jrynfante,Jose Ynfante Mota,28-Apr,Next chapter @sixers see you soon #TheProcess guys #NBAPlayoffs #nba #BostonStrong #Celtics  @celtics,[],No Video
807,@poppajones50,Poppa Jones,28-Apr,Milli-Walk your a$$ back to Milwaukee!!! #GoBoston #BostonCeltics #Bostonstrong #Celtics,[],No Video
808,@paring1234,No Name,28-Apr,"Goodluck sa 4th quarter Boston Celtics vs Milwaukee Bucks Games 7

#NBAonABSCBN
#BostonStrong",[],No Video
810,@patenaude_scott,Scott patenaude,28-Apr,"Plenty of time for a little golf, charity tournament back home!! Room for you to play in my foursome, free lol....#bostonstrong #50legs #may14 #4oaksdracutmassachuaetts",[],No Video
811,@JMRamos1701D,John Ramos,28-Apr,Boston Victory! #BruinsWin! #NHLBruins #BostonStrong (Sweet Caroline),https://pbs.twimg.com/tweet_video_thumb/Db5r6Q2X0AUdYg4.jpg,https://pbs.twimg.com/tweet_video_thumb/Db5r6Q2X0AUdYg4.jpg
812,@TeenEmpowerment,Teen Empowerment,28-Apr,“How can we be #BostonStrong strong when we can’t afford the rent?” #heardemsay #gentrification,https://pbs.twimg.com/media/Db6W256U8AAE_EN.jpg,No Video
813,@NickJohnson977,Nick Johnson,28-Apr,Let's go @celtics #BostonStrong,[],No Video
814,@MakingWaveTalk,Making Wave Talk,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_8OWIxWgAAlAxV.jpg,No Video
815,@shoptemu,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/GAL3DP_WYAEM6rB.jpg,No Video
816,@dgetz41,Dan Getz,28-Apr,My only guess is that seeing this advertisement at the grocery store is a good omen... Cs by 20 #bostonstrong,https://pbs.twimg.com/media/Db5_m72X4AEOzRG.jpg,No Video
817,@semperfidem2004,Henri d,28-Apr,"#Bruins draw 1st blood
Now #Celtics can finish it off
#BostonStrong",[],No Video
818,@flmmkr,No Name,28-Apr,I am but I’m torn my @ eltics are playing game 7! I see a lot of lipping back and forth tonight! #goceltics #livepd #tvconflict #bostonstrong,[],No Video
819,@flmmkr,No Name,28-Apr,Congratulations @NHLBruins on your game one win. Keep it up boys bring that cup back to boston. #gobruins #winitforgord #lovethatdirtywater #bostonstrong,[],No Video
820,@DollarDollaBill,Bill Desmarais,28-Apr,"Big win on the road for the @NHLBruins!! 6-2 the final as they go up 1-0 on the @TBLightning. 13 goals in the last 2 games!! B's ON 
#NHLBRUINS #BostonStrong",[],No Video
821,@maiakphotos,No Name,28-Apr,"Wow, 5 years ago today! Good memories. Great people, fantastic music, everyone  coming together to help after a tragic event. https://bit.ly/2Kl4yxi
#dropkickmurphys #bostononefund #bostonstrong #sullys",https://pbs.twimg.com/media/Db5qzEpV0AAMQ4P.jpg,No Video
822,@sternosu,Steven Stern,28-Apr,Who's crying now?? 5-2 #BostonStrong #BostonBruins,[],No Video
823,@snb7x,No Name,28-Apr,"“Every little tingssss ... gonna be alright  (travelled 15,000 miles from Ireland to LA, Oakland and then Boston for Game 6 to hear that “sweet music” ... #worst2first #beards #BostonStrong ",[],No Video
824,@HummusLoser,Motch THEE Beer Baron,28-Apr,"At a beerfest in Raleigh, NC with fam, about spilled my beer when I got the ESPN update about Marchy goal.  Seen 5 other Bruins fans here. Cheers!  #NHLBruins #BostonStrong #WeWantTheCup #BOSvsTB #FearTheNose ",https://pbs.twimg.com/media/Db5njDAX0AEOJ0H.jpg,No Video
825,@cgar_5,Clayton Garcia,28-Apr,Finish it out @29Bickford no better way to go brother!! #RRR #BostonStrong,[],No Video
826,@shoptemu,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/GAG6anbasAAAcJ7.jpg,No Video
827,@MelissaDynan007,Mel Dynan,28-Apr,"What a treat for #BostonNation! Hat trick with Bruins playoffs, Sox game and Celtics playoffs!!! #homesick #BostonStrong @NHLBruins @RedSox @celtics",https://pbs.twimg.com/tweet_video_thumb/Db5VOLCX0AAhf-t.jpg,https://pbs.twimg.com/tweet_video_thumb/Db5VOLCX0AAhf-t.jpg
828,@TreyBanns,No Name,28-Apr,"#NHLBruins
#Redsox
#Celtics
#DirtyWater
LETS GET IT BEANTOWN!!! #BostonIsForever #BostonStrong",[],No Video
829,@CharlesRosaMMA,Charles Rosa,28-Apr,Gooooaaalllll let’s go @NHLBruins @Bmarch63 #Hockey #Playoffs #UFC #TampaBay #BostonStrong,https://pbs.twimg.com/media/Db5SHwPVAAAEmMN.jpg,No Video
830,@jkjoy_books,𝐉𝐊 𝐉𝐨𝐲,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_9UtKHWoAAW9cA.jpg,No Video
831,@midWestache,No Name,28-Apr,Proud to have my @TeamMR8 shirt.  #NeverForget #BostonStrong,https://pbs.twimg.com/media/Db4HWKBWkAIEkMs.jpg,No Video
832,@evanmethuen,Mass Mickey Fan,28-Apr,Boston terrier love. #bostonterrier #bostonstrong @melisw7487 https://instagram.com/p/BiHcAZZn1EB/,[],No Video
833,@InfinityPD@suzrsym,No Name,28-Apr,"Spring is here!!! Come see Beacon Hill!!!
#bostonstrong @annieatinfinity @bin26boston @ Beacon… https://instagram.com/p/BiHZObKhcKZ/",[],No Video
834,@MissLynneO,Spot On,28-Apr,"He seems nice...
#BostonStrong #BostonMarathonBombing #Boston #BostonBombing #TsarnaevBrothers",https://pbs.twimg.com/media/Db3YOLxVMAExnQm.jpg,No Video
835,@PJmiekidzandi,KillShelters 𝐌𝐔𝐒𝐓,28-Apr,"It's okay.....we're #bostonstrong.  CHIN UP!  It's not over til' it's over....OKAY, okay. ",[],No Video
836,@Raquel_Blake,Raquel Blake,28-Apr,#bostonstrong — watching Patriots Day,[],No Video
837,@cocokitty14,No Name,27-Apr,.@bostonmarathon this is wrong! I’m usually proud to say #BostonStrong but right now this is #BostonWrong and shameful!,[],No Video
838,@robertspi,Marxist Domestic Terrorist Racists,27-Apr,Awesome! #BLUEBLOODS175 #BostonStrong,[],No Video
839,@katereese71,Kate Reese,27-Apr,I just finished watching the movie #Stronger by director #DavidGordonGreen .. The movie made me laugh and cry .. Very heart touching and amazing story .. The movie was excellent. Another movie for the books that I will watch over and over again until I die! #bostonstrong #Boston,[],No Video
840,@thatfxgurl,No Name,27-Apr,"#Bostonstrong 

to those who lost their lives, you are not forgotten... you are remembered

To those who were on active duty that week... America thanks you",[],No Video
842,@JoshuaJMasters,Joshua J Masters,27-Apr,"Hey, why not make the Greenville-Boston partnership stronger?! @GreenvilleDrive is a Boston Red Sox affiliate, so let's slap a Bruins patch on those @SwampRabbits jerseys. ""B"" stands for ""bunny,"" Stomper! #BostonStrong #yeahTHATgreenville",https://pbs.twimg.com/tweet_video_thumb/Db1BZfLU0AAH2YJ.jpg,https://pbs.twimg.com/tweet_video_thumb/Db1BZfLU0AAH2YJ.jpg
843,@StatikEd,No Name,27-Apr,Stay strong @JosephKellyJr  we got your back. Coming from the #njsoxfan #RedSox #RedSoxNation #BostonStrong #joekelly #joekellyfightclub @RedSox @REDSOXNATI0N @RedSox_Stuff  @RedSoxLife,https://pbs.twimg.com/media/Db0jbAfUwAAkypm.jpg,No Video
844,@isthatkaitlin,No Name,27-Apr,#throwback to that time last week when @emilee_briggs ordered that her dessert be set on fire to quench her thirst to be a #motherofdragons #bostonstrong #postracemeal https://ift.tt/2Jv41YA,https://pbs.twimg.com/media/Db0hagBXcAI2_Ol.jpg,No Video
845,@lexwaslike,malcolm leX,27-Apr,can't relate I'm #bostonstrong,[],No Video
846,@IDAdvance,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F-z9WVaWsAAu1aI.jpg,No Video
847,@ForwardCameras,Forward Cameras and Vintage Shop,27-Apr,Shop now! http://forwardcameras.com #vintage #boston2018 #film #camera #etsyshop on #etsy #photography #BostonStrong #analog #shop #sale for #vintagestuff located in #boston and @sowa_Boston from May through October. Shop year round on Etsy and on our website.,https://pbs.twimg.com/ext_tw_video_thumb/989914424923316224/pu/img/lVsVpo6Bu48tdA95.jpg,https://pbs.twimg.com/ext_tw_video_thumb/989914424923316224/pu/img/lVsVpo6Bu48tdA95.jpg
848,@rebeccajade83,𝘙𝘦𝘣𝘦𝘤𝘤𝘢 𝘑𝘢𝘥𝘦,27-Apr,If you leave me again for 8 days the unicorn gets it  @bostonmarathon #BostonStrong #BostonMarathon,https://pbs.twimg.com/media/DbzMc8rW0AAIe5t.jpg,No Video
849,@kkcam94,No Name,27-Apr,@BretLaBelle It was wicked awesome meeting you!! Thanks for encouraging the 'Know it Alls' to come to Boston!! Such a fun time!! #RHAP #BostonKIA #bostonkiaparty #Survivor #BostonStrong ,https://pbs.twimg.com/media/DbzIyk6VQAEojme.jpg,No Video
850,@MatthewRoa4Real,No Name,27-Apr,"SERIED TIED
BOSTON V.S BUCKS
3-3..
#BostonStrong",[],No Video
851,@BraillePress,No Name,27-Apr,"Tune in to hear their amazing story.  We're proud to be producing the braille version, which will be out soon! #fridayfeeling #boston #bostonmarathon #bostonstrong #braille #brailleliteracy",[],No Video
852,@Christiano14320,kelly christian,27-Apr,Love this city !! #BostonStrong,https://pbs.twimg.com/media/DbtjHqWUwAADIee.jpg,No Video
853,@LPBF,No Name,27-Apr,@celtics fired up for #Game7 at  @tdgarden #Celtics #CelticsVsBucks #celticsbucks #BostonStrong #CELTICPRIDE #ONETAKE,[],No Video
854,@K9_Lives_Matter,No Name,27-Apr,"America needs to continue to hear the voices of Change we heard so loudly after the shooting happened.  Don't ever be silenced for any reason!  Shout out your message, loud & clear, have hope & faith, and dont lose your path.  Be the change you want to happen.  I am #BostonStrong",[],No Video
855,@Quotabelle,No Name,27-Apr,"Delighted to be teaming up with Adrianne Haslet for a book discussion on Sunday, May 6th. We'll be at the Robin's Nest in the seaside town of Winthrop, Massachusetts! Drop by if you're around! 
@AdrianneHaslet #BostonStrong
#giftsforher #booksigning #BeautifullySaid #Quotabelle",https://pbs.twimg.com/media/DbyFxfaW4AAXNuV.jpg,No Video
856,@vyvivastore,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1728142177887289344/img/BcsFhT5SwXN9hlUL.jpg,https://pbs.twimg.com/amplify_video_thumb/1728142177887289344/img/BcsFhT5SwXN9hlUL.jpg
857,@JMRamos1701D,John Ramos,26-Apr,Boston Victory! #RedSoxWin! #DirtyWater #BostonStrong (Sweet Caroline),https://pbs.twimg.com/tweet_video_thumb/DbwUgLbWsAEspSn.jpg,https://pbs.twimg.com/tweet_video_thumb/DbwUgLbWsAEspSn.jpg
858,@JamesHizona,James Hizona,26-Apr,Looks like going back to Boston for a game 7. #BostonStrong #NBAPlayoffs,[],No Video
859,@skstevens,susan stevens,26-Apr,We support you and we are fighting for change - we are adults but most adults on twitter are idiots #bostonstrong,[],No Video
860,@skstevens,susan stevens,26-Apr,Not at all - we will always remember and we will continue to fight to change laws support from #bostonstrong,[],No Video
861,@CharmedRunning,No Name,26-Apr,On Amazon! #BostonStrong #CarMagnets @Runners_Connect @WomensRunning @TheRunningBug @BqRally http://ow.ly/Qzme30fy2iF,https://pbs.twimg.com/media/DbwECikX4AAnZ3o.jpg,No Video
862,@SJstepdot,bosco baracus,26-Apr,"well-deserved retweet 

#BostonStrong",[],No Video
863,@sportsbetmag,SportsBet Magazine,26-Apr,Believe in Boston? @ladbrokescomau are #bostonstrong offering up $4.50 or +350 for the @redsox &… https://instagram.com/p/BiDLfeDnX5-/,[],No Video
864,@MassGenBrigham,Mass General Brigham,26-Apr,"Sign up to Step Up for #SteppingStrong this May and join @BrighamWomens, @Cigna, and the #BostonStrong community in support of trauma survivors. Register today! You can sign up through April 30.
http://fal.cn/43CP",[],No Video
865,@HankLambo,Henrik Førland Lampert,26-Apr,"His grabbing of the 8-spoked-B while skating back to the bench is the absolute best. Sports, baby! #GoBruins #BostonStrong",[],https://pbs.twimg.com/amplify_video_thumb/989340865700290562/img/TZdSanD9cs2CdeTg.jpg
866,@PCG_US,Public Consulting Group,26-Apr,"PCG’ers finishing the 122nd Boston Marathon! Jamie McDermott and Tony Ong ran on behalf their respective charities/raised a combined over $16,000, much came from staff and the charity matching programs through #PCGCares #bostonmarathon #boston #pcglife #bostonstrong #mabvi",https://pbs.twimg.com/media/Dbu4ylRV0AAKWAe.jpg,No Video
867,@Metcom_911,Metcom 911,26-Apr,"Members of our CAD team had the opportunity to visit @BostonFire Communication Center. We learned about their history to include the first fire call box system which started in 1852!!!!

Such an amazing visit and Superintendent Keeley welcomed us with open arms! #BostonStrong",https://pbs.twimg.com/media/DbuzC9uU8AAGiLS.jpg,No Video
868,@mrdjenk,Dennis Jenkins,26-Apr,APUSH Group Photo at Bunker Hill!  #Bostonstrong,https://pbs.twimg.com/media/DbuvOYOU0AAcCwb.jpg,No Video
869,@elliottwaveintl,Elliott Wave International,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1729937605746126848/img/bpH041q-o4vUJ2N0.jpg,https://pbs.twimg.com/amplify_video_thumb/1729937605746126848/img/bpH041q-o4vUJ2N0.jpg
870,@alexisy95,Lexi LaMontagne,26-Apr,Believe In Boston ! Thanks @SullysBrand for this amazing  Boston Pride Flag ! Go check them out for amazing  Boston sports gear ! @bobby_in_boston #BelieveInBoston #BostonStrong #BostonPride #Photography,https://pbs.twimg.com/media/DbumI_EV0AAZJXq.jpg,No Video
871,@MakingWaveTalk,Making Wave Talk,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_7_2NGXkAARhJw.jpg,No Video
872,@stephenacap,Stephen Caparella,26-Apr,Exactly the bio I would expect from @smart_MS3 .  #BostonStrong #CUsRise,https://pbs.twimg.com/media/Dbt_eMCX4AA_Zas.jpg,No Video
