Unnamed: 0,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
346,@Shopping_Tools,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F-gxdTjXkAASWNp.jpg,No Video
347,@lantz_cameron,No Name,May 8,Damn. :( #BostonStrong,[],No Video
348,@Trefistad,André Hoffmann,May 8,"@NHL @NHLBruins As one of many European NHL/ Bruins fans, I'd like to ask if Canes v Bruins on saturday can somehow be scheduled ""Europe-friendly"". Would be 1 - 5 p.m. ET. #bruinsnation #StanleyCup #ecf2019 #bostonstrong",[],No Video
349,@janeiac123,No Name,May 8,"#Massachusetts #Bostonstrong #Boston 
LET YOUR VOICE BE HEARD
@CharlieBakerMA @MassAGO @marty_walsh To these 3 Catholics! Either we are with God or against Him! Heaven or Hell. That CHOICE is yours. Not the CHOICE to kill babies!",https://pbs.twimg.com/media/D6DFXfRW0AA-qtQ.jpg,No Video
350,@The_Bruins_Bear,The Bear,May 8,Oh goodness...hope you are ok!  Your dad sounds like a very inspiring man.  #bostonstrong #vickistrong,[],No Video
351,@zipsklzrack,No Name,May 8,"Boston Bruins Women Leggings NHL Hockey

Link below or in bio to purchase or search other deals of the day.

https://ebay.to/2H7IDZF
#boston #bostonstrong #bostonsports #leggings
#bostonbruins #bruins #nhlbruins #gobruins
#bruinsnation #bruinshockey #hockeygram #hockey",https://pbs.twimg.com/media/D6BuZaSWsAAx3J2.jpg,No Video
352,@Jeremy_Horn,Jeremy Horn,May 8,"https://mixcloud.com/DAPROFESSOR/da-professors-lounge-exclusive-fun-uplifting-chat-with-executive-jodi-gomes/?fbclid=IwAR1sLg3anL-celqq5ltZc6K2wg9cnumhsKzGhXU9tgVg-NuEe8KUxWSkJVg… <<< Check out this in-depth amazing interview of Executive Director, @jodigomes that was by @daprofessor50 when her film documentary ""One Child Left Behind"" premiered in the NYC. Please retweet! #MJFam #JanFam #NE4Life #BostonStrong @BrendaRichie",[],No Video
353,@Celticsfan92,Alex Melberg,May 7,Lets go @NHLBruins! #BostonBorn #BostonRaised #BostonStrong,[],No Video
354,@swampgatorcollectibles@swampgatorcoll1,No Name,May 7,Check out One of a kind Boston Celtics limited edition signed banner years banner  https://ebay.com/ulk/itm/123758892046… ⁦@AskeBay⁩ #CUsRise #nbaplayoffs #celtics #bostonstrong #boston #celticsnation #autographs http://ebay.com/str/swampgatorcollectibles…,[],No Video
355,@KtKiNz82,Katie LeBlanc,May 7,@NKOTB Boston people in KCMO! Pumped to show hometown love! #boston #nkotb #bostonstrong #clubamerica #lynnma,[],No Video
356,@dpesummit,DPE Summit,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_lMnBiaIAAphv5.jpg,No Video
357,@P8NTRMAN,No Name,May 7,"WHAT WOULD IT BE, HMMMM
Muslims are sleepers who will activate when ordered to do so. WE CANNOT APPOINT THEM TO HIGH RANKING POSITIONS, anywhere. They will use it to harm us.
#VoteThemOut #StartaSignatureCampaign
#Stopthis
#NoMuslims
#BostonStrong

https://wcvb.com/article/boston-s-first-muslim-police-capatain-haseeb-hosein-placed-on-paid-administrative-leave/27378211…",[],No Video
358,@UnfilteredVicki,No Name,May 7,"I just left the surgeon after having melanoma removed from my back. I call my 70 year old, cancer survivor, diabetic dad who says: “I’m researching how I can run the 2020 Boston Marathon.”

This is how we do it in my family. We just keep...going. #bostonstrong",[],No Video
359,@newbelfast,Máirtín Ó Muilleoir,May 7,Mayor Marty Walsh of Boston addressing the Irish Small Business-Big Impact Awards in Boston. He praised the role of immigrants over many generations in building Boston. 30% of Boston residents were not born in American. Jobless rate in Boston now 2.5%. #BostonStrong @marty_walsh,https://pbs.twimg.com/ext_tw_video_thumb/1125864371819896838/pu/img/kZLOYKxtvfd2pVAi.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1125864371819896838/pu/img/kZLOYKxtvfd2pVAi.jpg
360,@SpectrumLabsLLC,Spectrum Labs,No Date,No Tweet Contents,https://pbs.twimg.com/media/F86DWzfWcAAPcwO.jpg,No Video
361,@edrobinson82,Ed Robinson,May 7,"http://blogtalkradio.com/clubseatnetwork/2019/05/07/nhl-playoffs-and-major-league-baseball-scoreboard-update-may-6th-2019…
Here is your #NHLPlayoffs and #MajorLeagueBaseball Scoreboard Update
#SJSharks #PlayoffMode #SanJose #SanJoseCA #NHLBruins #BostonBruins #BostonStrong #BornToBaseball #Cincinnati #CincinnatiReds #NewYorkYankees #StartSpreadingTheNews #MNTwins #TimeToFly",[],No Video
362,@clubseatnetwork,Club Seat Network,May 7,"http://blogtalkradio.com/clubseatnetwork/2019/05/07/nhl-playoffs-and-major-league-baseball-scoreboard-update-may-6th-2019…
Here is your #NHLPlayoffs and #MajorLeagueBaseball Scoreboard Update
#SJSharks #PlayoffMode #SanJose #SanJoseCA #NHLBruins #BostonBruins #BostonStrong #BornToBaseball #Cincinnati #CincinnatiReds #NewYorkYankees #StartSpreadingTheNews #MNTwins #TimeToFly",[],No Video
363,@MsRuthedelaRosa,Ruthe de la Rosa,May 7,Thanks​ stand ur ground!  #BostonStrong #RedSox #AlexCora ,https://pbs.twimg.com/profile_images/1669780523911110656/K9gaaM1g_normal.jpg,No Video
364,@ERPilcher319,Erich Pilcher,May 6,But at least #boston fans have the #BostonBruins. A team that has grossly exceeded thier expectations this postseason #NHLBruins #NHLPlayoffs #BostonStrong,[],No Video
365,@celticode,Norwegian Dude Fully Vaccinated,May 6,"But for now, the @NHLBruins make me very happy. #BostonStrong https://twitter.com/BostonsWtp/status/1125573446463836161…",[],No Video
367,@jay_davidson17,Jay Davidson,May 6,@NHLBruins ARE GOING TO THE EASTERN CONFERENCE FINALS!!!! #BostonStrong #BostonBruins #EasternConferenceFinals #StanleyCupPlayoffs #NHL,[],No Video
368,@stickNblades,Hockey Fan Dave,May 6,"Remember when people wanted Rask and Krejci traded, not to mention Krug #Bostonstrong",[],No Video
369,@Matt_Connolly7,Matt Connolly,May 6,Go B's baby! #BostonStrong,[],No Video
370,@SpanglezStore,Spanglez Store,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1725168691942240256/img/cSzt_R7p03MZzrJC.jpg,https://pbs.twimg.com/amplify_video_thumb/1725168691942240256/img/cSzt_R7p03MZzrJC.jpg
371,@ChuckyPjr,Pop PunkDrop It,May 6,"BYE BYE COLUMBUS.

WAY TO GO BRUINS!!!!

 
#nhlbruins #BostonStrong",[],No Video
372,@JackedScientist,No Name,May 6,Silenced the cannon at @BlueJacketsNHL ! Here we come @NHLCanes ! @NHLBruins steam rolling to the Cup! #blackandgold #BostonStrong #playoffhockey #TUUKKA,[],No Video
373,@JuicyJ_510,Jake Matthias,May 6,On to the next round! Lets go boys! @NHLBruins #BostonStrong,https://pbs.twimg.com/tweet_video_thumb/D57c1zUUcAAo0hY.jpg,https://pbs.twimg.com/tweet_video_thumb/D57c1zUUcAAo0hY.jpg
374,@kligris,Kosta Ligris,May 6,Current Mood #NHLBruins #StanleyCupPlayoffs #BostonStrong,https://pbs.twimg.com/tweet_video_thumb/D57YhxJXoAAqcd8.jpg,https://pbs.twimg.com/tweet_video_thumb/D57YhxJXoAAqcd8.jpg
375,@Getbusystore,Getbusy Store,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1729390713933103104/img/OyEyJ0Hhq0jnIHKw.jpg,https://pbs.twimg.com/amplify_video_thumb/1729390713933103104/img/OyEyJ0Hhq0jnIHKw.jpg
376,@kligris,Kosta Ligris,May 6,Hey #Boston #BostonSports fans ... are you watching the Sox game ? Or @TomBrady at the #MetGala2019 ?? #decisions #BostonStrong,[],No Video
377,@alicemcook,Alice Cook,May 6,"If you are a fan of Boston sports, this is a night to remember- and it just started. Get your popcorn ready! @NHLBruins @celtics #BostonStrong",[],No Video
378,@Ellen_Kate05,Ellen Kate,May 6,"Currently watching the @celtics, the @RedSox, and the @NHLBruins. I need more TVs. #BostonStrong",[],No Video
379,@seacoastrunner,Alison Black,May 6,Am I the only food geek watching the @beardfoundation awards live on my phone?!?! Go @tiffanifaison!!! @sweetcheeksQ @TigerMamaBos #BostonStrong,[],No Video
380,@JamesHizona,James Hizona,May 6,Pat Connington's three point ability is annoying the hell out of me. DO NOT LEAVE THAT MAN OPEN!!! @NBA #NBAPLAYOFFS #BostonStrong,[],No Video
381,@smillz3313,No Name,May 6,WHAT...A...DAY...we got the Boston Trifecta ladies and gents #BostonStrong #CUsRise @RedSox @celtics @NHLBruins,https://pbs.twimg.com/media/D568P42XoAADIHz.jpg,No Video
382,@VillanvAnalicia,Analicia Villanueva,May 6,#BostonStrong #BostonSports @Patriots @celtics @RedSox @NHLBruins Let's go champs!,https://pbs.twimg.com/profile_images/1724796608305676288/R0SKSmlK_normal.jpg,https://pbs.twimg.com/media/DwGIVJwUcAAt1RI.jpg
383,@JamesHizona,James Hizona,May 6,"C'mon, Boston. Let's tie the series 2 a piece!! Unleash Smart!! #BostonStrong #Celtic4Life",[],No Video
384,@dirtywaterdc,DIRTY WATER,May 6,#boston in #dc #dirtyh2o #bostonstrong #bostonbruins #bostonceltics #bostonredsox @ Dirty Water https://instagram.com/p/BxI6d72Bes9/?utm_source=ig_twitter_share&igshid=1x5m2jrlswk60…,[],No Video
385,@Shopping_Tools,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_9hXzuWoAEVb8V.jpg,No Video
386,@tikiruss,No Name,May 6,@NHLBruins @celtics @RedSox are all playing tonight.  There’s going to be a lot of channel changing tonight.  Let’s Go Boston!!! #BostonFanInNJ #BostonStrong,[],No Video
387,@GHillFoundation,Greg Hill Foundation,May 6,"Only 21 more days until #SeaportStrong! We are so excited to be bringing this event back for another year and hope you will join us. Visit the link below to purchase your tickets today! 

https://thegreghillfoundation.org/seaport/
#GHF #bostonevents #bostonstrong #greghillfoundation",https://pbs.twimg.com/media/D56vv-0W4AAlwyZ.jpg,No Video
388,@NESNCareers,NESN Careers,May 6,"Our team is taking advantage of this sunny day by enjoying some time outdoors before the @RedSox take on the Orioles, the @NHLBruins take on the Blue Jackets and @celtics take on the Bucks!

#wellness #playoffs #bostonsports #bostonstrong",https://pbs.twimg.com/media/D55lekLWAAckEWF.jpg,No Video
389,@larrytodesca1,Lawrence Todesca,May 6,"Good call, Alex!  @ac13alex @mookiebetts and the other players who’ve decided not to go, have this lifelong Sox fan’s support.  While I respect each players decision, I wish that the whole team would decline.  #RedSox @RedSox #BostonStrong",[],No Video
390,@OneCaptainAmer1,No Name,May 6,"Did this woman just state Boston is diverse? LOL. FYI, Boston is America's whitest city! #BostonStrong @BostonGlobe",[],No Video
391,@nwayne66,I Slapped XOuiser Boudreaux,May 6,Way to go! #HometownHero #GoSox #BostonStrong,[],No Video
392,@AgingSilver,Bryanna Lucifer Chene,May 6,Stop terrorism forever Somerville #bostonstrong https://youtube.com/watch?v=GDQ0ZID0toE&feature=share…,[],No Video
393,@RealEstatePads,Michael Berger,May 6,"It doesn't get much better than this....let's keep the dream alive!

#boston #bostonstrong #patriots #redsox #bruins #celtics #realestate #bostonrealestate #kellerwilliams
http://michaelbergerhomes.com",[],No Video
394,@P8NTRMAN,No Name,May 6,"ALEX CORA IS AN INSIGNIFICANT SPECIMEN IN THE SPECTRUM OF PEOPLE WHO FEEL IMPORTANT!
Maricón Come Mierda! Dale a PR tu dinero entoces.

You don't represent the majority.

#RedSoxNation #RedSox #BostonStrong #AlexCora #ElMaricón",https://pbs.twimg.com/media/D54W9pEXkAAOojc.jpg,No Video
395,@RickyEspanish,Ricky Español,May 6,@RedSox If Alex truly cared about Puerto Rico he would go to the White House and talk to @realDonaldTrump about the best way to help PR. To put politics aside and rise above for the greater good. But he prefers a cute headline over influencing real change.That's not #bostonstrong,[],No Video
396,@LevelheadedInc,No Name,May 6,What! A! Day! #FenwayPark #BostonStrong #PedroMartinez #JasonVaritek #RedSox #Sockforaday #FinishStrong @ Fenway Park https://instagram.com/p/BxG6RnIB6Fh/?utm_source=ig_twitter_share&igshid=1im38bixup6zv…,[],No Video
397,@HeroWarsWeb,Hero Wars,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1727975042087067648/img/Yo_hldPSx9bDwX3H.jpg,https://pbs.twimg.com/amplify_video_thumb/1727975042087067648/img/Yo_hldPSx9bDwX3H.jpg
398,@AndreaDoremus,No Name,May 5,"Ohhhh... #NeverForget #ChabadofPoway #temple murders, part of rising tide of hate crimes #USA #America .. How is #POTUS #Trump #MAGA addressing this, besides stoking divisions?  

ONLY LOVE CAN CAST OUT HATE: @tpcuusa church in #WestRoxbury #bostonstrong Temple Hillel B'nai Torah",https://pbs.twimg.com/profile_images/585064703291957248/LPIMcA2C_normal.jpg,No Video
399,@ActionNetworkHQ,Action Network,No Date,No Tweet Contents,https://pbs.twimg.com/media/F9N502tWIAASUqJ.jpg,No Video
400,@jconnjr2,Joe Connolly,May 5,@gatorays88 @barleybear22 there’s plenty of room on the wagon boys! #BostonBruins #BostonStrong @bobh2121,https://pbs.twimg.com/profile_images/1673722912027582465/6meELaxm_normal.jpg,https://pbs.twimg.com/amplify_video_thumb/1124892722014359552/img/YoKs10eSMPUTKUmy.jpg
401,@jasonbshaw,Jason Shaw,May 5,"Time to glide into the @saugamarathon in my Boston Marathon socks!! #bodyglide #bostonstrong #mississaugamarathon @ Newmarket, Ontario https://instagram.com/p/BxE3p-KnLqN/?igshid=u8e0dw0cc0w…",[],No Video
402,@hhollaba,No Name,May 5,"Did you know that 26.2 was brewed by samueladamsbeer I didn’t. I thought there was a brewery in Marathon, FL, that brewed it. #BostonMarathon #BostonStrong @ Sam Adams Boston Brewery https://instagram.com/p/BxEkjHenTJ-/?utm_source=ig_twitter_share&igshid=1nnufyjuu1dlv…",[],No Video
403,@KyleGoodspeed,Kyle Goodspeed,May 5,We nice as fuck home girl  #bostonstrong,https://pbs.twimg.com/profile_images/1615856154743029760/ctIoWHy2_normal.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1124848533947830272/pu/img/TccyfmMOaXwqYtbB.jpg
404,@LittleRhody9,In The Little Rhody,May 4,"@ArtsinBoston Walk with storyteller Paul Michael Glaser along his creative path.... home.
#BostonBorn #BostonStrong 

Valuable opportunity for community group/gallery 
This #Artist is seeking space to exhibit in #Boston #NewEngland please DM this account",https://pbs.twimg.com/profile_images/817916980246233088/96Zbdliu_normal.jpg,No Video
405,@LittleRhody9,In The Little Rhody,May 4,"@WBURartery 

Walk with storyteller Paul Michael Glaser along his creative path.... home.
#BostonBorn #BostonStrong 

Valuable opportunity for community group/gallery 
This #Artist is seeking space to exhibit in #Boston #NewEngland please DM this account",https://pbs.twimg.com/profile_images/817916980246233088/96Zbdliu_normal.jpg,No Video
406,@HeroWarsWeb,Hero Wars,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1727975306621771776/img/ao_QnzRwhWrn2QBd.jpg,https://pbs.twimg.com/amplify_video_thumb/1727975306621771776/img/ao_QnzRwhWrn2QBd.jpg
407,@KrystaKat11,No Name,May 4,It’s impossible for me to not get goosebumps at the end of Patriots Day #BostonStrong,[],No Video
408,@JoeBGlynn2,Joe B Glynn,May 4,Ok now no let downs! Do your job and bring it home in 6! #Bostonstrong #Nomorecannonfire,https://pbs.twimg.com/profile_images/1673722912027582465/6meELaxm_normal.jpg,No Video
414,@G6RR3TT,No Name,May 4,Decisive Victory. #BostonStrong,[],No Video
415,@FioreAntonello,Antonello Fiore,May 4,Absolutely wonderful!!! All smiles when our #NHLBruins wins! #BostonStrong #Bruins,[],No Video
416,@HeroWarsWeb,Hero Wars,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1727975505511464960/img/-X6WHpAQnqLCwPks.jpg,https://pbs.twimg.com/amplify_video_thumb/1727975505511464960/img/-X6WHpAQnqLCwPks.jpg
417,@JohnTheNovelist,John C,May 4,"LET'S GOOOOL!!!!
#BRUINS #Boston #BostonStrong #NHL #NHLPlayoffs",[],No Video
418,@litgirlhale,Vanessa Hale,May 4,The gloomy weather lifted just enough for a stroll through the Boston Gardens today! #postcardworthy #kodakmoment #beantown #citygirls #bostonstrong,https://pbs.twimg.com/media/D5w3bv9WwAAcKl3.jpg,No Video
419,@RunGearGuy,No Name,May 4,Patriots Day is on the @HISTORY channel. @bostonmarathon #bostonstrong #memory #daysiwontforget #runchat,[],No Video
420,@Miahcombatcom,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F-Zvy9wXIAAJvyY.jpg,No Video
421,@JaymeB31,Jayme Bailey,May 4,Nice shot and nice court setup! Larry Bird #33 would most definitely approve! (Better than his!) #CelticsNation RIP#17 #bostonstrong #wahlburgers,[],No Video
422,@AgingSilver,Bryanna Lucifer Chene,May 4,Be proud of the meme God #bostonStrong ⁦@JohnCena⁩ ⁦@RyyGaming⁩  https://youtube.com/watch?v=-cZ7ndjhhps&feature=share…,[],No Video
423,@jph1962,OfficialJohnHarrison AWMM 3838,May 4,Good for you - irrespetof your time you’re out there running #staystrong #bostonstrong,[],No Video
424,@InSimpWeTrust,No Name,May 4,Denver can go into 4 overtime’s but we can’t get any calls #BostonStrong,[],No Video
425,@cawcawbob,Bob McCubbin,May 3,Check out this photograph on #https://fineartamerica.com! https://fineartamerica.com/featured/trinityboston-15-robert-mccubbin.html… #BostonStrong #BostonUp #BostonMarathon #Nightphotography #nightpics #picoftheweek #picoftheday #picsoftwitter #pictures #picofday #picoftheday #nightlife #NightShift,[],No Video
426,@O1F_LLD,No Name,May 3,"Too much time left in the game , let’s get this dub #BostonStrong",[],No Video
427,@TweetThisBabe,No Name,May 3,#CrushItCeltics #BostonStrong  Let's Goooooooo!!  #BeatTheBucks,[],No Video
428,@tsengjennifermd@TsengJennifer,Jennifer Tseng,May 3,What an incredible day! Thank you @dakuhls @The_BMC @BMCSurgery @BUMedicine “lessons learned” by us all #BostonStrong #LasVegasStrong @AmCollSurgeons COT,https://pbs.twimg.com/profile_images/748993769576419328/0P0KuRV4_normal.jpg,No Video
429,@SnowcatTish,Snowcat Tish,May 3,"Always #BostonStrong
I proudly wear the title of Masshole, It's a badge of honor. It's funny, Massholes can call each other Massholes but no one outside MA better say it!! ",[],No Video
430,@kenmartinboston,Ken Martin,May 3,Martin Richard Park is becoming reality in Boston Seaport Great message to live by #BostonStrong,https://pbs.twimg.com/media/D5rEO-vWsAAEeZP.jpg,No Video
431,@dpesummit,DPE Summit,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_lNJZFagAAoeQB.jpg,No Video
432,@MizQue,No Name,May 3,"Followed back. A Mass girl! Knew I liked you! 
#BostonStrong",[],No Video
433,@Brad88Connor,Brad Connor,May 3,"The first game after the marathon bombing, when the crowd sang the national anthem #bostonstrong",[],No Video
434,@CharlesRosaMMA,Charles Rosa,May 3,Swimming with the sharks  @americantopteam  o ya and the @NHLBruins are gonna win the Cup  #BostonStrong #hardwork #dedication #UFC #ATT #chuckysfight #USA,https://pbs.twimg.com/media/D5qexkkX4AE5C-J.jpg,No Video
435,@OnyxBoox,ONYX BOOX,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_GtN_FasAAgrG_.jpg,No Video
436,@semperfidem2004,Henri d,May 3,King of the Ring Bergeron scores twice. #NHLBruins win in Columbus. #BostonStrong https://youtu.be/sSo5njGep7Q,[],No Video
437,@phosphoaperient,youre moved,May 3,#BostonStrong baby!!!,[],No Video
438,@makeminemoxie41,Paul Bradford,May 3,"Miss Lilly, I’ve got to tip my cap to a true fan — the cap with a Bruins’ logo.  #bigbadbruins #BostonStrong #fourparades",[],No Video
439,@makeminemoxie41,Paul Bradford,May 2,Hey @TomBrady I’m still waiting for you to give me a few retweets!  Gotta get me some followers!!  #GOAT #doyourjob #BostonStrong,[],No Video
440,@lavin@mstdn@JamesKLavin,James Lavin,May 2,"You've lived most of your life in Toronto and aren't a @MapleLeafs fan... I always knew you were smart, but you're STILL impressing me with your brilliance, @DavidAWelch!

Go, @NHLBruins! #BostonStrong",[],No Video
441,@nathanmooreside,King Of New Hampshire,May 2,"""Got my eyes on you"" @StanleyCup @ChaseRiceMusic #BostonStrong",[],No Video
442,@mrwatts007,John Dillon Watts,May 2,"Headed back to the garden. Gotta let the C’s take care of business tomorrow night, then, cover @tdgarden with ice. Game 6 Saturday. #BecauseItsTheCup #BostonStrong",https://pbs.twimg.com/profile_images/1673722912027582465/6meELaxm_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/D5m7ZwtWkAAquGN.jpg
443,@RandalThScandal,No Name,May 2,Has Tuukka ever had a bigger performance?! My god he was INCREDIBLE!! Shutout in my book. See you in Boston. Best out of 3 now! #NHLBruins #BelieveInBoston #BostonStrong,[],No Video
444,@Amy7594,Amy Marie,May 2,Of course you can! #BostonStrong #BruinsNation,[],No Video
445,@GershOnline,Gershon Rabinowitz,May 2,The #Celtics and #NHLBruins are making deep runs in their respective playoffs. It would be truly special for the city of Boston if both teams are able to compete for a championship at the same time. #BostonStrong,[],No Video
446,@TheRealDTLew,Derrick T,May 2,Just wanted to remind y’all that 3 months ago today the @Patriots became your 6 Time Super Bowl Champions. #PatriotsNation #SuperBowlChamps #SuperBowlLIII #BostonStrong,https://pbs.twimg.com/media/D5mdrvdWkAAMs6C.jpg,No Video
447,@dpesummit,DPE Summit,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_lRCMfbsAAShmo.jpg,No Video
448,@mbarker508,No Name,May 2,Rest up @danielrainge the #squad @celtics #RiseTogether #bostonstrong  to the entire Ainge family.,https://pbs.twimg.com/profile_images/1427923220/celtslogo_normal.jpg,No Video
449,@butterflytatus,A Dry Whine,May 1,"#WTF, guys? That's the #motto of every team from #Boston ever, AND their fans! #BostonStrong",[],No Video
450,@Advice4SEO,No Name,May 1,#fenwaypark #boston #bostonstrong #redsoxnation #redsox #greenmonster Watching BP on top of the Green Monster. @ Fenway Park https://instagram.com/p/Bw7vpNYAtqS/?utm_source=ig_twitter_share&igshid=16psqn8gc07pb…,[],No Video
451,@PawtucketPat34,Pawtucket Pat,May 1,HUUUUGE SHOUTOUT to @YawkeyWayReport and @SullysBrand for this unbelievable care package! Means so much to me they that they sent a little piece of Boston down here to us in South Carolina! Give them a follow if you aren’t already! #BostonStrong #Dirtywater,https://pbs.twimg.com/media/D5gSo-dWsAIxcxC.jpg,No Video
452,@CharlesRosaMMA,Charles Rosa,May 1,Best is yet to come! Back home @AmericanTopTeam working with the best in the game #Muaythai #boxing #grappling #jiujitsu #chuckysfight #bostonStrong #teamRosa #SoFlo #Florida #hardwork #dedication #UFC #ATT,https://pbs.twimg.com/media/D5gMiMlWkAAKZEY.jpg,No Video
453,@StephynieMalik,Stephynie Malik,May 1,"As everyday life evolves, changes, and grows, there are five rules that should always remain with you in leading your business to great heights. 

http://ow.ly/usyg50tsohT
#transformationalcoach #knowledgeispowerful #Chicagobest #bostonstrong",[],No Video
454,@Marco140,No Name,May 1,"Thank you @TomDeNucci and @chadverdi to give me opportunity to be part of amazing production as #cast of #vaultmovie . Looking forward! #actor #actorslife #croatianactor #Boston25 #Boston #BostonStrong .Here is link to first trailer!!

https://trailers.apple.com/trailers/lions_gate/vault/?fbclid=IwAR19gXc859-ORMZqQDni7ITUCftbFS97lrtKhw64v4ZuhduMXtVdkcuCPIE…",[],No Video
455,@BrettLerner1,Brett Lerner,May 1,Game 3 Confetti!? It takes 4 to win a series! I Remember when the Sixers released the confetti to early! #BostonStrong,https://pbs.twimg.com/profile_images/1728287814549159936/BLWvyir7_normal.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1123638284603801602/pu/img/3D1da7VgOsqSF3HF.jpg
456,@ThomasBrasch,Thomas Brasch,May 1,Commemoration of the Boston Marathon bombings. Source images from my visit in 2014. Boston 01 = Boston Public Library and 02 = Trinity Church - both close to Copley Square #artheals #arthealssouls #bostonmarathon #wewillrisetogether #BostonStrong #contactphoto @ContactPhoto,https://pbs.twimg.com/media/D5f4sHwW4AIst82.jpg,No Video
457,@thepointsguy,The Points Guy,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1717977226828709888/img/su3xLbhQAe-hMddq.jpg,https://pbs.twimg.com/amplify_video_thumb/1717977226828709888/img/su3xLbhQAe-hMddq.jpg
458,@vranaftpastrnak,No Name,May 1,"don't forget which players got you to the playoff spot. even if they don't play their best hockey now, they are the reason why you can watch a playoff hockey of your favorite team. #BostonStrong",https://pbs.twimg.com/media/D5elEhVW4AEsA61.jpg,No Video
459,@bruins_cowboy,The Bruins Cowboy,May 1,"Hey guys get your bruins tickets from the best and cheapest website around with NO SERVICE FEES ON TICKETS and PROMO CODE BRUINSCOWBOY GET $20 off purchase 
#bostonfans #bruinsnation #columbusbluejackets #columbus #boston #bostonstrong #bruinstickets",[],No Video
460,@robinberlinrd,Robin Berlin RDN,May 1,We made it.  LA- #BOS. #BOSTONSTRONG Jacqueline its all about you this week. So excited to celebrate your College graduation. Lucky you to have both sets of grandparents to celebrate your accomplishments.  We are all so proud of you. More family arrives … http://bit.ly/2ZJQs08,https://pbs.twimg.com/media/D5dccCeWAAElnc_.jpg,No Video
461,@cpmartinez1212,No Name,Apr 30,Momma! There goes that man! #MookieVision #BostonStrong,https://pbs.twimg.com/profile_images/1715340699170660352/sU3NozxP_normal.jpg,https://pbs.twimg.com/media/D5cBJWeWwAAPZJO.jpg
462,@ShukriWrights,Shukri Wrights,Apr 30,"Rough night tonight, but we’ll bounce back. After all we are #BostonStrong",https://pbs.twimg.com/profile_images/1658706575404457985/5-fG-uc8_normal.jpg,No Video
463,@LataviusBolden,Latavius Bolden,Apr 30,Bucks take this one at home series tied 1-1 back to Boston for game 3   #BostonStrong #Bucks #NBAPlayoffs,[],No Video
464,@DSports24,Steven Miller,Apr 30,@cailletcorey @BostonStrong_34 @TheBostonDawg @SurvivingGrady @bosoxunfiltered Lose 3/Win 3/Lose 2/Win 2/Lose 2/Win 2....Soooo does this trend hold or what’s in store for the next 8-Straight Days Playing? #BostonStrong #DoDamage #DirtyWater,[],No Video
465,@theetrophykid,No Name,Apr 30,Thankfully it take 4 to win #BostonStrong,[],No Video
466,@Pariahjf,John F,Apr 30,#BostonStrong getting F'd every way tonight.... #Celtics All you had to do was win this game... https://instagram.com/p/Bw5vbPYF8Rb/?igshid=x68wmlo2bqn7…,[],No Video
467,@KimB2926,No Name,Apr 30,We are #bostonstrong! YOU GOT THIS BRUINS! Next one is yours!,[],No Video
468,@OHFlyerPride,Michael Klein,Apr 30,I love you man! But go CBJ #Bostonstrong,[],No Video
469,@bfl2125,Brian L,Apr 30,Some fans just can’t stand the fact that the #Boston teams are going for the grand slam in all four sports in a single year #Patriots #Redsox #Celtics #NHLBruins #BOSvsCBJ #GoBruins #BostonStrong baby!!!!  #TitleTownUSA ,[],No Video
470,@TS_WorldTravel,Worldtravelling Entertainment,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_25cNeWIAAh0W7.jpg,No Video
471,@jjc2282,Jonathon Cohen,Apr 30,"Arianna Gewurz - ""I'm not from NY""?? what about ""IM FROM BOSTON?!"" #bostonPride #bostonStrong #yb20192020",[],No Video
472,@YaManTerrence,No Name,Apr 30,Let's go Celtics!!! Let's go Bruins!!! Let's go Red Sox!!! #BostonStrong ,[],No Video
473,@platts32,Richard Platts,Apr 30,I was wondering what was taking so long #ESPN #espnisajoke @FirstTake #PatriotsNation #BostonStrong ,[],No Video
476,@JHall7news,Jonathan Hall,Apr 30,Go @NHLBruins Go @celtics Go Boston! #bostonstrong #titletown #NBAPlayoffs2019 #NHLPlayoffs,[],No Video
477,@dpesummit,DPE Summit,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_lLdXFbkAA--88.jpg,No Video
478,@KimB2926,No Name,Apr 30,"BRUINS, CELTICS AND RED SOX on tonight ! #BOSTONSTRONG!",[],No Video
